,text,labels
458,could you show me data point number 461?,O O O O O O O B-id
459,"just on instances with employees, show me the labels?",O O O O B-includetoken O O O O
460,display id 873 please,O O B-id O
461,does the model predict texts that include Time correctly?,O O O O O O O I-includetoken O
462,need to see id 274,O O O O B-id
463,why does the model predict id 520,O O O O O O B-id
464,why does the model predict data eight hundred and fifty-six? what does it predict for this instance?,O O O O O O B-id I-id I-id I-id O O O O O O O
465,retrieve a data point that is analogous to id 25.,O O O O O O O O O B-id
466,show me similar examples to id 564.,O O O O O O B-id
467,what are the samples that include the table in the data?,O O O O O O B-includetoken I-includetoken O O O
468,"are there any instances with ""four dollars""?",O O O O O B-includetoken I-includetoken
469,what's the ppv on this data?,O O B-metric O O O
470,least important features,O O O
471,do we have food in the data?,O O O B-includetoken O O O
472,what are the model's predictions for 488?,O O O O O O B-id
473,"for data point number 322, how did the model arrive at the prediction decision and what could i do to change this predictions?",O O O O B-id O O O O O O O O O O O O O O O O O O
474,what are cfes for 827.,O O O O B-id
475,what features most influence the model's predictions,O O O O O O O
476,interpret id 980 in plain language,O O B-id O O O
477,which feature is most significant for data point 488?,O O O O O O O O B-id
478,tell me a bit more about what i can do here,O O O O O O O O O O O
479,which functions do you have?,O O O O O
480,what are the predictions for id 114?,O O O O O O B-id
481,"which sentences have the words ""a baby"" in them?",O O O O O B-includetoken I-includetoken O O
482,how would you characterize the mistakes you make on all the data?,O O O O O O O O O O O O
483,total number of training items in the data,O O O O O O O O
484,how likely is it id 820 is true?,O O O O O B-id O B-class_names
485,what is the prediction for id 201 and why do you predict it?,O O O O O O B-id O O O O O O
486,where in the data does Rubella appear?,O O O O O B-includetoken O
487,what instances are very close to id 461?,O O O O O O O B-id
488,what's the number of instances with prizes,O O O O O O B-includetoken
489,i want to know topk contributed words with label question.,O O O O O O O O O B-class_names
490,could you show me a few examples you get incorrect for the next step,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
491,i want to know why the model predited this,O O O O O O O O O
492,what shall i do to analyze the model?,O O O O O O O O
493,can you demonstrate how many data points are predicted wrongly?,O O O O O O O O O O
494,i want to know the cases that entail word a picture.,O O O O O O O O O B-includetoken I-includetoken
495,what are the gold target frequencies,O O O O O O
496,what is the way to change the prediction for the data point with the id number 980?,O O O O O O O O O O O O O O O O B-id
497,which model makes the prediction?,O O O O O
498,show top 7 most frequently occurring tokens in the data,O O B-number O O O O O O O
499,testing precision score,O B-metric O
500,show me some data you predict incorrectly,O O O O O O O
501,most influential feature for data point 590?,O O O O O O B-id
502,show me a similar data point to id 139.,O O O O O O O O B-id
503,please show the most important feature for the predictions,O O O O O O O O O
504,what instances are similar to id 234?,O O O O O O B-id
505,what set of factors do you take into consideration when determining if instances with nine different cockroaches are offensive,O O O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken O B-class_names
506,show me examples similar to instance 362.,O O O O O O B-id
507,"in those situations where stand-by is included, what are the strategies you use to figure out if the correct prediction is 1",O O O O B-includetoken O O O O O O O O O O O O O O O O B-class_names
508,can you tell me what is being predicted for 196?,O O O O O O O O O B-id
509,top 9 features affecting the predictions for ids 461 and 115,O B-number O O O O O O B-id O B-id
510,show me similar examples to 516.,O O O O O B-id
511,which data is used for training the model?,O O O O O O O O
512,are there any other 1 samples that are similar to 564?,O O O O B-number O O O O O B-id
513,what about the model?,O O O O
514,explan me in english the reason the model made this prediction,O O O O O O O O O O O
515,could you show which features are most critical for the predictions of the model,O O O O O O O O O O O O O O
516,explain the model's predictions on the data,O O O O O O O
517,show me the predictions for 694.,O O O O O B-id
518,show me all instances that contain the phrase the next stop.,O O O O O O O O B-includetoken I-includetoken I-includetoken
519,show the predictions across all the instances,O O O O O O O
520,display instances,O O
521,what is the likelihood that id 704 is predicted as hate speech by the model?,O O O O O O B-id O O O B-class_names I-class_names O O O
522,furnish a justification for id 548,O O O O O B-id
523,show the prediction of id 25,O O O O O B-id
524,"where in the data does ""photocopies"" appear?",O O O O O B-includetoken O
525,how would you flip the prediction for id 651?,O O O O O O O O B-id
526,what do we predict for id 196?,O O O O O O B-id
527,"for 404, why do you predict it?",O B-id O O O O O
528,most critical feature for id 987,O O O O O B-id
529,provide me an explanation of how the model works,O O O O O O O O O
530,which functions do you have?,O O O O O
531,"what are the sentences that include ""a bank""?",O O O O O O B-includetoken I-includetoken
532,show me examples that are similar to id 987.,O O O O O O O O B-id
533,what are the sentences that include some ketchup?,O O O O O O B-includetoken I-includetoken
534,can you tell me what is being predicted for 957?,O O O O O O O O O B-id
535,"for instances that include Many ads, what is the distribution of the target variable?",O O O O B-includetoken I-includetoken O O O O O O O O
536,please show the ranking of features by importance,O O O O O O O O
537,show me all instances that include the span This machine.,O O O O O O O O B-includetoken I-includetoken
538,what's the number of data points that operation took into consideration?,O O O O O O O O O O O
539,explain id 704,O O B-id
540,give information of topk contributed words with label neutral.,O O O O O O O O B-class_names
541,expound on id 667 with an explanation,O O O B-id O O O
542,thirty most important features,O O O O
543,what aspects of the subset featuring this goal are important when making decisions?,O O O O O O B-includetoken I-includetoken O O O O O
544,can you tell me what is being predicted for id 488?,O O O O O O O O O O B-id
545,what does instance with id 85 have to do in order to change the prediction?,O O O O O B-id O O O O O O O O O
546,show me the prediction probabilities for instances with Time,O O O O O O O O I-includetoken
547,show me examples similar to instance 396.,O O O O O O B-id
548,what are the predictions for 694?,O O O O O B-id
549,could you tell me how to change the prediction point for data point 234?,O O O O O O O O O O O O O B-id
550,please show id eight hundred and two,O O O B-id I-id I-id I-id
551,can you give me all the cases that incorporate the phrase All the quotations?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
552,what are the ground truth labels in the data for my keys,O O O O O O O O O O B-includetoken I-includetoken
553,what are the most important features in the data when reasoning about any cakes to make decisions?,O O O O O O O O O O O O B-includetoken I-includetoken O O O
554,show me the training set performance,O O O B-data_type O O
555,total number of training items in the data,O O O O O O O O
556,what do we predict for instance with id 487?,O O O O O O O O B-id
557,what's the most important feature for data point 957?,O O O O O O O O B-id
558,what are some mistakes on Time that the model makes,O O O O O I-includetoken O O O O
559,does the model predict texts that include parliament correctly?,O O O O O O O B-includetoken O
560,how accurate are you in predicting the class question?,O O O O O O O O B-class_names
561,a wallet sample mistakes,B-includetoken I-includetoken O O
