text,labels
what are some mistakes on minutes ' time the model typically makes,13
description of the model please,8
could you show me some data the model predicts incorrectly?,13
least important features,17
"what are the instances that have ""Many ads"" included?",0
what are the key features for data point 340,15
least important features,17
which functions can you perform?,9
what can i do?,9
tell me the number data the model predicts falsely?,13
top 5 features influencing the model's prediction on data point 312?,15
please provide me with all examples that incorporate the words the bulletin.,0
show me the prediction probabilities for instances with a senior executive,7
what are you?,4
what are the most important features for the model's predictions on all instances that include any cakes?,17
"please show me all examples that feature word ""a change"".",0
what's the reason the model predicts this label for id six hundred and fifteen,16
please display the class freqs,18
do you have a manual?,9
how many data points are in the training data set,11
what set of factors do you take into consideration when determining if instances with our final confirmation are 1,17
give a rationale for id 605,16
show me more examples that resemble 25.,2
what are the top five most important features for the models predictions?,17
could you tell me how to change the prediction point for data point one hundred and forty-seven?,1
can you list all cases that have the span the smart one?,0
display roc,10
interpret id 387 in plain language,16
show me how to make the model output a different prediction for id 645.,1
